state,City,S&E,S&E-related,STEM Middle-skill
NM,LAS CRUCES,3,2,1
NM,LOS LUNAS,0,0,2
NM,Las Cruces,30,44,7
NM,Las Vegas,0,3,0
NM,Los Alamos,3782,892,118
NM,Los Lunas,0,1,0
NM,Lovington,0,4,0
NM,MILAN,1,5,1
NM,Moriarty,0,0,1
NM,Orogrande,0,1,1
NM,Portales,0,3,1
NM,Prewitt,0,1,0
NM,RATON,0,2,0
NM,RIO RANCHO,2,10,2
NM,ROSWELL,1,0,0
NM,Raton,0,1,0
NM,Rio Rancho,0,23,2
NM,Roswell,0,23,6
NM,Ruidoso,0,4,2
NM,SANTA ANA PUEBLO,0,0,1
NM,SANTA FE,14,9,2
NM,SILVER CITY,0,4,0
NM,SOCORRO,0,1,0
NM,Santa Fe,31,17,18
NM,Santa Teresa,0,0,1
NM,Shiprock,0,8,1
NM,Socorro,0,0,1
NM,Socorro County,0,0,2
NM,TAOS,0,2,0
NM,TRUTH CONSEQUENCES,0,1,0
NM,Taos,0,1,1
NM,Tohatchi,0,2,0
NM,Tucumcari,0,5,1
NM,Tyrone,1,0,2
NM,White Sands,1,0,1
NM,White Sands Missile Range,15,2,5
NM,Zuni,2,0,0
NV,Alamo,0,1,0
NV,Albany,1,0,0
NV,Battle Mountain,4,2,2
NV,Blue Diamond,0,0,1
NV,Boulder City,1,2,2
NV,CARSON CITY,0,0,4
NV,Caliente,0,1,0
NV,Carlin,3,3,11
NV,Carson City,22,7,5
NV,Clark County,0,1,0
NV,Creech Air Force Base,0,0,1
NV,ELKO,0,0,1
NV,ELY,0,0,2
NV,Elko,1,2,10
NV,Ely,0,0,1
NV,FALLON,0,0,1
NV,FERNLEY,0,0,1
NV,Fallon,9,6,5
NV,Fernley,1,1,4
NV,GARDNERVILLE,0,0,1
NV,Gardnerville,0,0,2
NV,Gardnerville Gardnerville,0,1,0
NV,HENDERSON,2,0,2
NV,Hawthorne,0,0,3
NV,Henderson,18,38,28
NV,Incline Village,1,0,0
NV,Indian Springs,14,3,4
NV,Jean,2,1,0
NV,LAS VEGAS,19,152,18
NV,LAUGHLIN,0,0,1
NV,LAs Vegas,0,1,0
NV,Las Vegas,348,602,268
NV,Las Vegas PET 2,0,0,1
NV,Lovelock NV,0,1,0
NV,MCCARRAN,0,2,1
NV,McCarran,0,0,3
NV,McDermitt,0,1,0
NV,Mesquite,1,5,0
NV,Minden,7,0,3
NV,Moapa,0,0,1
NV,N Las Vegas,0,0,1
NV,N. Las Vegas,1,0,0
NV,NORTH LAS VEGAS,0,0,4
NV,Nellis AFB,7,1,3
NV,Nellis Air Force Base,6,0,0
NV,North Las Vegas,7,54,20
NV,PAHRUMP,0,4,0
NV,Pahrump,0,4,1
NV,REMOTE,0,1,0
NV,RENO,5,1,15
NV,Reno,175,353,84
NV,SPARKS,0,0,6
NV,Sierra,0,0,2
NV,Sparks,29,15,34
NV,Stateline,0,1,2
NV,Tonopah,2,0,1
NV,Valmy,0,0,1
NV,Verdi,0,0,4
NV,Wadsworth,0,1,0
NV,Wells,3,2,2
NV,Winnemucca,3,2,2
NV,Zephyr Cove,0,1,1
NY,1050 Schenectady,0,1,0
NY,1052 Amsterdam,0,1,0
NY,1057 Cheektowaga,0,1,0
NY,1063 North Babylon,0,1,0
NY,1064 North Syracuse,0,2,0
NY,1065 Rockville Centre,0,1,0
NY,1232 East Setauket,0,1,0
NY,1277 Lindenwood,0,1,0
NY,1281 Patchogue,0,2,0
NY,1284 Bayridge,0,1,0
NY,1286 Huntington,0,2,0
NY,1287 5 Towns,0,1,0
NY,14 East 109th St.,1,0,0
NY,5 Hanover Square STE 2001 New York,3,0,0
NY,5 Hanover Square Suite 2001,2,0,0
NY,90190099,0,0,1
NY,ALBANY,7,5,5
NY,AMHERST,0,0,8
NY,AMITYVILLE,2,0,0
NY,AMSTERDAM,0,0,1
NY,AVON,0,0,2
NY,Adams,1,0,2
NY,Akron,0,5,0
NY,Akwesasne,0,1,0
NY,Albany,401,284,79
NY,Albany Metro,0,2,0
NY,Albion,0,1,1
NY,Alden,2,0,2
NY,Alfred,1,0,1
NY,Allegany,0,2,0
NY,Altamont,0,1,1
NY,Altmar,0,1,0
NY,Amagansett,1,0,0
NY,Amherst,5,6,11
NY,Amityville,4,4,1
NY,Amsterdam,7,5,12
NY,Andes,0,0,1
NY,Angola,0,0,1
NY,Ann Taylor,1,0,0
NY,Antwerp,5,0,0
NY,Arcade,1,2,2
NY,Arden,0,1,0
NY,Ardsley,3,2,1
NY,Argyle,0,1,0
NY,Armonk,2,0,0
NY,Ashville,0,0,1
NY,Asotria,0,1,0
NY,Astoria,1,0,4
NY,Atlanta,2,0,0
NY,Attica,0,1,0
NY,Auburn,2,11,8
NY,Avon,0,0,1
NY,BALDWINSVILLE,2,0,0
NY,BATAVIA,1,0,4
NY,BAY SHORE,0,8,0
NY,BAYPORT,0,0,2
NY,BELLPORT,0,0,1
NY,BETHPAGE,2,0,0
NY,BINGHAMTON,0,0,5
NY,BLASDELL,0,0,4
NY,BOHEMIA,7,2,4
NY,BRANT,2,0,2
NY,BRENTWOOD,0,0,4
NY,BREWSTER,0,0,1
NY,BROCKPORT,0,0,4
NY,BRONX,2,1,7
NY,BROOKLYN,6,1,6
NY,BUFFALO,6,0,9
NY,Babylon,2,0,0
NY,Bainbridge,0,0,1
NY,Baldwin,1,0,0
NY,Baldwinsville,0,1,3
NY,Ballston Spa,41,6,7
NY,Bangall,1,0,0
NY,Batavia,3,12,12
NY,Bath,0,6,1
NY,Bay Shore,1,19,0
NY,Bayport,0,2,1
NY,Bayshore,0,2,0
NY,Beacon,0,3,3
NY,Bear Mountain,1,0,0
NY,Bedford,1,0,0
NY,Bedford Hills,0,0,1
NY,Bellerose,0,1,0
NY,Belleville,2,0,0
NY,Bellmore,0,3,0
NY,Bergen,0,0,1
NY,Bethpage,10,0,0
NY,Binghamton,22,62,13
NY,Bladell,0,0,1
NY,Blasdell,0,0,5
NY,Blauvelt,1,0,1
NY,Bohemia,38,5,19
NY,Boston,2,0,0
NY,Brentwood,1,2,0
NY,Brewster,2,1,4
NY,Briarcliff Manor,1,0,0
NY,Briarwood,0,1,1
NY,Brighton,0,1,0
NY,Brockport,7,4,20
NY,Bronx,8,65,16
NY,Bronxville,0,0,1
NY,Brookhaven,1,0,2
NY,Brooklyn,147,117,55
NY,Brooklyn &amp; Queens,1,0,0
NY,Brooklyn Heights,1,0,0
NY,Brownville,0,0,1
NY,Buchanan,1,0,0
NY,Buffalo,226,128,97
NY,Burnsville,0,0,1
NY,Bushwick,0,1,0
NY,CENTRAL ISLIP,0,0,1
NY,CHEEKTOWAGA,0,0,7
NY,CICERO,2,0,4
NY,CLAY,0,0,5
NY,CLIFTON PARK,0,0,4
NY,COLONIE,0,0,5
NY,COPIAGUE,0,0,1
NY,CORAM,0,0,1
NY,CORTLAND,0,0,14
NY,Calcium,0,0,1
NY,Caledonia,0,0,1
NY,Callicoon,0,2,0
NY,Calverton,2,0,0
NY,Cambria Heights,0,3,0
NY,Cambridge,0,2,0
NY,Canaan,1,0,1
NY,Canandaigua,2,8,1
NY,Canastota,0,1,0
NY,Canton,2,4,3
NY,Capital Region,0,0,1
NY,Carmel,0,4,4
NY,Cassadaga,0,0,2
NY,Castile,0,0,1
NY,Castle Point,0,5,0
NY,Castleton,0,0,1
NY,Castleton on Hudson,0,1,0
NY,Catskill,0,1,3
NY,Cattaraugus,0,3,0
NY,Cazenovia,5,1,8
NY,Center Moriches,0,1,0
NY,Centereach,0,1,3
NY,"Central & East, NY",0,2,0
NY,Central Islip,0,1,2
NY,Central Square,0,0,4
NY,Central Valley,0,0,1
NY,Chaffee,0,1,0
NY,Chase Mills,0,0,1
NY,Chautauqua,0,0,2
NY,Chazy,0,0,4
NY,Cheektowaga,0,0,13
NY,Chester,2,1,2
NY,Chestertown,0,1,1
NY,Chestnut Ridge,1,4,2
NY,Cicero,0,2,8
NY,Citywide,2,0,0
NY,Clarence,2,1,1
NY,Clay,0,0,6
NY,Clifton Park,8,4,9
NY,Clifton Park Center,1,0,0
NY,Clinton,2,3,4
NY,Clyde,2,0,0
NY,Cobleskill,0,1,0
NY,Cohoes,0,2,1
NY,Cold Spring Harbor,9,11,0
NY,Colden,0,1,0
NY,College Point,3,2,7
NY,Colonie,0,1,6
NY,Commack,3,5,2
NY,Congers,1,1,4
NY,Conklin,4,3,5
NY,Cooperstown,0,1,0
NY,Copiague,0,1,0
NY,Coram,0,1,1
NY,Corning,23,10,3
NY,Corporate Retail,1,0,0
NY,Cortland,8,10,12
NY,Cortlandt Manor,0,6,0
NY,Coxsackie,1,2,2
NY,Cragsmoor,1,0,0
NY,Croton Falls,0,0,1
NY,DEER PARK,0,0,1
NY,DEPEW,0,0,4
NY,DEWITT,0,0,4
NY,DUNKIRK,0,0,1
NY,Dayton,0,2,0
NY,Deer Park,3,1,5
NY,Delanson,0,1,0
NY,Delmar,3,0,0
NY,Depew,1,1,9
NY,Deposit,0,1,0
NY,Derby,0,0,2
NY,Dewitt,0,0,7
NY,Dewittville,0,0,1
NY,Dix Hills,1,0,0
NY,Dobbs Ferry,1,0,0
NY,Dolgeville,0,0,2
NY,Dryden,2,0,2
NY,Duanesburg,0,2,1
NY,Dunkirk,0,7,12
NY,EAST MEADOW,0,0,1
NY,EAST SYRACUSE,0,0,2
NY,ELBRIDGE,0,0,7
NY,ELMIRA,0,0,1
NY,ELMONT,0,0,1
NY,ENDICOTT,2,0,0
NY,ERIN,3,4,1
NY,East Aurora,5,10,0
NY,East Concord,0,0,1
NY,East Durham,5,0,1
NY,East Farmingdale,2,1,0
NY,East Islip,0,0,1
NY,East Meadow,0,2,0
NY,East Moriches,0,1,0
NY,East Northport,0,1,0
NY,East Rochester,0,2,0
NY,East Rockaway,0,1,3
NY,East Setauket,0,3,0
NY,East Syracuse,58,43,11
NY,Eden,0,2,1
NY,Edgewood,1,2,1
NY,Edwards,0,1,0
NY,Elbridge,1,0,1
NY,Elma,0,2,0
NY,Elmhurst,0,0,1
NY,Elmira,2,5,11
NY,Elmsford,3,12,15
NY,Endicott,53,23,14
NY,Endwell,0,2,1
NY,FAIRPORT,6,0,1
NY,FALCONER,0,0,2
NY,FARMINGDALE,0,0,3
NY,FARMINGTON,0,0,2
NY,FLUSHING,0,0,2
NY,FOREST HILLS,0,3,0
NY,FORT DRUM,0,0,1
NY,FREEPORT,0,0,1
NY,Fairport,4,5,1
NY,Falconer,1,3,3
NY,Fallsburg,1,0,0
NY,Far Rockaway,0,1,0
NY,Farmindale,1,0,0
NY,Farmingdale,41,5,11
NY,Farmington,0,0,1
NY,Farmingville,0,1,1
NY,Fire Island Pines,0,0,1
NY,Fishers,2,0,3
NY,Fishkill,6,6,3
NY,Floral Park,1,0,0
NY,Florida,1,0,0
NY,Flushing,5,7,5
NY,Forest Hills,3,17,1
NY,Forestville,0,0,3
NY,Fort Drum,61,26,33
NY,Fort Edward,1,2,6
NY,Fort Hamilton,4,0,2
NY,Fredonia,4,6,3
NY,Freeport,2,2,0
NY,Freeville,0,0,2
NY,Friendship,0,0,1
NY,Ft. Drum,1,0,0
NY,Fultonville,0,0,1
NY,GARDEN CITY,0,0,1
NY,GARDEN CITY PARK,6,1,0
NY,GENEVA,0,0,3
NY,GETZVILLE,2,0,0
NY,GLENDALE,0,0,1
NY,GLENS FALLS,0,1,0
NY,GLOVERSVILLE,2,1,0
NY,GRAND ISLAND,10,2,7
NY,GREAT RIVER,0,2,0
NY,GREECE,0,0,5
NY,GREEN ISLAND OPERATION,0,1,0
NY,Gabreski ANG Base,1,0,0
NY,Garden City,3,8,6
NY,Gardiner,0,1,2
NY,Gasport,0,2,0
NY,Gates,0,1,0
NY,Geneseo,2,1,8
NY,Geneva,8,12,8
NY,Getzville,2,2,0
NY,Gilboa,0,0,1
NY,Glen Cove,2,18,1
NY,Glen Head,1,0,0
NY,Glen Oaks,2,11,0
NY,Glenmont,0,2,1
NY,Glens Falls,6,7,9
NY,Glenville,0,1,1
NY,Gloversville,2,3,0
NY,Goshen,2,0,3
NY,Gouverneur,0,2,0
NY,Gowanda,0,2,0
NY,Grafton,1,0,0
NY,Grand Gorge,1,0,0
NY,Grand Island,7,5,29
NY,Granville,0,1,0
NY,Great Neck,4,13,0
NY,Great River,0,0,1
NY,Greater Capital District,0,0,1
NY,Greece,0,2,5
NY,Greene,9,1,3
NY,Greenlawn,0,1,0
NY,Greenvale,0,8,0
NY,Greenville,1,0,0
NY,Greenwich,2,0,2
NY,Greenwood Lake,0,1,0
NY,Groton,0,5,0
NY,HAMBURG,0,0,4
NY,HAUPPAUGE,7,0,4
NY,HAWTHORNE,0,0,1
NY,HEMPSTEAD,0,0,1
NY,HENRIETTA,0,0,5
NY,HICKSVILLE,3,0,0
NY,HOBART,3,1,5
NY,HOLBROOK,3,0,3
NY,HORSEHEADS,1,0,3
NY,Halfmoon,0,0,1
NY,Hall,0,0,1
NY,Hamburg,1,3,6
NY,Hamilton,2,0,2
NY,Hamlin,0,0,1
NY,Hammond,0,0,1
NY,Harford,0,0,2
NY,Harris,0,4,0
NY,Harrison,23,0,0
NY,Harrisville,0,0,1
NY,Haupauge,2,0,0
NY,Hauppauge,18,20,7
NY,Haverstraw,0,0,2
NY,Hawthorne,3,2,0
NY,Hempstead,0,2,1
NY,Henrietta,2,4,1
NY,Herkimer,0,1,1
NY,Hewlett,0,0,1
NY,Hicksville,17,7,10
NY,High Falls,0,0,3
NY,Highland,3,1,2
NY,Hobart,2,1,3
NY,Holland,0,1,0
NY,Holtsville,10,1,0
NY,Homer,2,1,0
NY,Honeoye Falls,0,0,1
NY,Hoosick Falls,0,1,0
NY,Hopewell Junction,7,1,0
NY,Hornell,0,0,2
NY,Horseheads,4,3,8
NY,Houghton,0,5,0
NY,Howard Beach,0,1,0
NY,Hudson,0,1,1
NY,Hudson Falls,0,0,2
NY,Huntington,8,14,0
NY,Huntington Station,0,3,4
NY,Hyde Park,0,0,2
NY,ISLANDIA,0,0,1
NY,ITHACA,0,0,1
NY,Ilion,1,0,0
NY,Irondequoit,0,4,0
NY,Irvington,1,0,0
NY,Islandia,28,5,0
NY,Islip,2,0,0
NY,Ithaca,33,25,24
NY,JAMAICA,0,1,2
NY,JAMESTOWN,0,12,2
NY,JERICHO,1,0,1
NY,JERRICHO,2,0,0
NY,JERSEY CITY,1,0,0
NY,JFK Airport,0,1,0
NY,JOHNSON CITY,0,0,1
NY,JOHNSTOWN,2,0,19
NY,Jackson Heights,0,1,0
NY,Jamaica,4,7,19
NY,Jamestown,2,16,6
NY,Jamesville,0,3,0
NY,Jericho,2,0,0
NY,Johnson City,1,49,0
NY,Johnstown,0,0,6
NY,KINGSTON,0,0,1
NY,Keeseville,0,0,1
NY,Kenmore,0,2,2
NY,Kew Gardens,2,2,2
NY,King of Prussia,1,0,0
NY,Kings,0,2,1
NY,Kingston,1,7,7
NY,LACKAWANNA,0,0,1
NY,LAKE GEORGE,0,0,1
NY,LANCASTER,0,1,1
NY,LATHAM,2,0,1
NY,LEEDS,0,0,1
NY,LEROY,0,0,2
NY,LIVERPOOL,0,0,6
NY,LOFT,0,2,0
NY,LONG ISLAND CITY,2,0,3
NY,LYNBROOK,0,1,0
NY,La Fargeville,0,0,1
NY,Lake Grove,0,0,2
NY,Lake Hill,0,0,1
NY,Lake Katrine,1,0,0
NY,Lake Placid,0,1,0
NY,Lake Success,4,0,0
NY,Lakeville,0,0,1
NY,Lancaser,0,0,1
NY,Lancaster,0,1,7
NY,Lansing,0,0,4
NY,Latham,23,10,5
NY,Laurens,0,0,1
NY,Lawrence,3,0,0
NY,Le Roy,0,1,0
NY,LeRoy,0,0,1
NY,Levittown,0,0,1
NY,Lewiston,1,0,0
NY,Liberty,0,1,2
NY,Lindenhurst,0,1,1
NY,Little Falls,0,2,0
NY,Little Valley,0,1,0
NY,Liverpool,18,4,14
NY,Livingston,0,1,0
NY,Livingston County,0,2,0
NY,Loch Sheldrake,0,0,1
NY,Lockport,16,3,2
NY,London,1,0,0
NY,Long Beach,0,0,1
NY,Long Island City,150,29,25
NY,Loudonville,0,1,2
NY,Lowville,0,2,1
NY,Lynbrook,0,7,0
NY,Lyons,0,3,0
NY,Lyons Falls,0,0,1
NY,MACEDON,0,0,17
NY,MANHASSET,0,6,0
NY,MANHATTAN,2,0,0
NY,MARCY,0,0,4
NY,MARYLAND,0,0,1
NY,MEDINA,2,0,1
NY,MELVILLE,13,3,0
NY,MENANDS,4,0,0
NY,MIDDLETOWN,0,0,1
NY,MONROE,0,0,1
NY,MONTICELLO,0,0,1
NY,Macedon,0,0,2
NY,Machias,0,0,1
NY,Maintenance,0,0,1
NY,Malone,0,2,1
NY,Malta,22,4,2
NY,Malverne,0,1,0
NY,Mamaroneck,29,8,0
NY,Mamaroneck and surrounding areas,0,0,2
NY,Manhasset,6,66,1
NY,Manhattan,174,41,17
NY,"Manhattan, NY",0,1,0
NY,Manlius,2,1,0
NY,Marathon,0,0,1
NY,Marcy,1,3,3
NY,Margaretville,0,1,1
NY,Maspeth,1,0,0
NY,Massapequa,0,0,1
NY,Massena,1,2,5
NY,Mattydale,0,0,1
NY,Mc Connellsville,0,0,1
NY,McGraw,0,1,0
NY,Mechanicville,0,0,1
NY,Medford,0,7,1
NY,Medina,6,2,5
NY,Melville,218,57,16
NY,Melville Call Center,1,0,0
NY,Menands,6,7,3
NY,Merrick,0,1,0
NY,Mid Hudson Valley,0,1,0
NY,Middle Village,1,0,1
NY,Middletown,39,46,15
NY,Millbrook,0,2,1
NY,Miller Place,0,1,0
NY,Millerton,0,0,1
NY,Mineola,34,6,4
NY,Minoa,0,1,0
NY,Model City,0,1,0
NY,Monroe,0,2,1
NY,Monsey,0,1,0
NY,Montgomery,0,5,7
NY,Monticello,1,4,0
NY,Montour Falls,0,1,3
NY,Montrose,1,2,1
NY,Moravia,0,1,0
NY,Morrisville,2,0,7
NY,Mount Kisco,0,4,0
NY,Mount Marion,0,0,1
NY,Mount Vernon,2,2,1
NY,Mountainville,1,0,0
NY,Mt Vernon,0,1,0
NY,Mt. Vernon,0,0,5
NY,Munnsville,2,0,3
NY,N,0,1,0
NY,NANUET,0,0,1
NY,NEW CITY,0,5,0
NY,NEW HYDE PARK,2,5,0
NY,NEW YORK,321,23,17
NY,NEW YORK CITY,15,2,1
NY,NEWARK,0,0,1
NY,NEWBURGH,0,0,5
NY,NIAGARA FALLS,0,0,5
NY,NISKAYUNA,2,0,0
NY,NORTH SYRACUSE,0,1,0
NY,NORTH VALLEY STREAM,0,5,0
NY,NORTH WHITE PLAINS,2,0,0
NY,NY,10,0,0
NY,NYC,7,3,1
NY,Nanuet,1,3,1
NY,Napanoch,0,0,1
NY,Nassau,0,3,0
NY,Nelliston,0,1,0
NY,Nesconset,0,1,1
NY,New Berlin,0,0,9
NY,New City,2,0,1
NY,New Hartford,4,9,4
NY,New Haven,1,0,0
NY,New Hyde Park,20,82,3
NY,New Paltz,6,1,0
NY,New Rochelle,5,5,3
NY,New Windsor,2,0,4
NY,New York,2837,1074,379
NY,New York (Manhattan),0,1,0
NY,New York City,200,31,17
NY,New York JFK Airport # of openings: 1,0,0,1
NY,New York Remote,0,1,0
NY,New York SoHo,1,0,0
NY,New york,1,0,0
NY,Newark,2,13,10
NY,Newburgh,2,9,33
NY,Newfane,0,2,0
NY,Niagara Falls,3,22,13
NY,Niagra Falls,0,0,1
NY,Nichols,1,0,1
NY,Niskayuna,16,2,1
NY,North Amityville,9,0,0
NY,North Babylon,0,1,1
NY,North Baldwin,0,1,0
NY,North Blenheim,1,0,0
NY,North Chili,0,0,1
NY,North Collins,0,0,1
NY,North Creek,0,2,0
NY,North Salem,0,1,2
NY,North Syracuse,0,2,1
NY,North Syracuse Eastman Road,0,0,1
NY,North Tonawanda,0,10,7
NY,Northport,0,4,0
NY,Norwich,9,4,3
NY,Ny City,1,0,0
NY,Nyack,0,2,0
NY,OLD BETHPAGE,0,0,1
NY,ONEONTA,0,0,1
NY,ONTARIO,1,0,0
NY,ORANGEBURG,4,0,0
NY,ORCHARD PARK,0,0,4
NY,OSWEGO,1,0,1
NY,OYSTER BAY,0,0,1
NY,Oakfield,0,0,2
NY,Oceanside,0,0,1
NY,Ogdensburg,1,7,3
NY,Old Westbury,3,1,0
NY,Olean,0,4,5
NY,Oneida,0,3,3
NY,Oneonta,0,2,9
NY,Ontario,4,1,2
NY,Orange/Ulster/Dutchess,0,0,1
NY,Orangeburg,10,11,7
NY,Orchard Park,11,18,19
NY,Orient Point,0,0,1
NY,Oriskany,4,0,1
NY,Ossining,1,0,1
NY,Oswego,4,38,6
NY,Other,0,0,1
NY,Ovid,0,1,0
NY,Owego,21,3,12
NY,Oxford,1,1,0
NY,Oyster Bay,0,1,0
NY,PAINTED POST,0,0,1
NY,PALISADES,1,0,0
NY,PATCHOGUE,0,0,1
NY,PAVILION,0,0,3
NY,PEARL RIVER,3,0,0
NY,PEEKSKILL,0,1,0
NY,PENN YAN,0,0,2
NY,PERINTON,0,0,4
NY,PITTSFORD,4,0,0
NY,PLAINVIEW,2,2,1
NY,PLATTSBURGH,0,0,4
NY,PORT CHESTER,1,1,0
NY,PORT WASHINGTON,2,0,0
NY,POUGHKEEPSIE,2,7,1
NY,PURCHASE,5,0,1
NY,Painted Post,21,5,1
NY,Palmyra,0,0,3
NY,Parish,0,0,1
NY,Patchogue,1,2,1
NY,Pearl River,96,12,2
NY,Peekskill,0,1,6
NY,Penn Yan,0,4,7
NY,Perinton,0,0,4
NY,Perry,0,0,1
NY,Perrysburg,0,0,1
NY,Philmont,0,1,0
NY,Pine Plains,0,1,1
NY,Pine plains,1,0,0
NY,Pitcher,0,0,2
NY,Pittsford,6,5,1
NY,Plainview,6,29,4
NY,Plattsburgh,1,66,17
NY,Pleasantville,1,0,5
NY,Pomona,1,0,0
NY,Port Chester,0,0,2
NY,Port Henry,0,0,1
NY,Port Jefferson,0,14,1
NY,Port Jefferson Station,0,1,0
NY,Port Jervis,0,1,0
NY,Port Washington,2,3,3
NY,Potsdam,11,18,9
NY,Poughkeepsie,38,12,13
NY,Pulaski,0,3,0
NY,Purchase,21,0,0
NY,QUEENSBURY,0,0,5
NY,Queens,18,12,10
NY,Queens Village,0,2,2
NY,Queensbury,0,8,8
NY,RENSSELAER,5,1,1
NY,RIVERHEAD,0,0,1
NY,ROCHESTER,31,1,35
NY,ROME,2,0,0
NY,RONKONKOMA,3,0,2
NY,RYE,2,0,0
NY,Ravena,1,1,2
NY,Red Hook,3,1,0
NY,Rego Park,0,1,0
NY,Rensselaer,39,21,15
NY,Rhinebeck,0,1,2
NY,Richfield Springs,0,0,1
NY,Richmond (Staten Island),0,1,0
NY,Richmond Hill,0,1,3
NY,Riverhead,0,6,2
NY,Rocherster,1,0,0
NY,Rochester,372,416,112
NY,Rochester Metro,0,1,0
NY,Rock Tavern,0,0,1
NY,Rome,151,13,13
NY,Ronkonkoma,2,5,8
NY,Roosevelt,3,2,1
NY,Rouses Point,0,0,1
NY,Rye,3,0,1
NY,Rye Brook,3,8,2
NY,SARANAC LAKE,0,1,0
NY,SARATOGA SPGS,0,0,1
NY,SCHENECTADY,2,0,2
NY,SELKIRK,0,0,2
NY,SHERBURNE,1,0,0
NY,SHIRLEY,0,0,2
NY,SLATE HILL,0,0,1
NY,SOUTH OZONE PARK,0,0,1
NY,SOUTH SETAUKET,0,0,1
NY,STATEN ISLAND,0,0,3
NY,SYOSSET,0,0,1
NY,SYRACUSE,0,2,8
NY,Sagaponack,0,1,0
NY,Saint Bonaventure,0,0,1
NY,Saint James,0,0,3
NY,Saint Johnsville,0,3,0
NY,Salamanca,1,2,1
NY,Sanborn,2,0,4
NY,Saranac,0,1,0
NY,Saranac Lake,1,1,0
NY,Saratoga Springs,3,9,6
NY,Saugerties,0,0,1
NY,Savannah,1,0,0
NY,Scarsdale,0,2,2
NY,Schenectady,38,14,23
NY,Schenectady / Albany,1,0,0
NY,Schroon Lake,0,2,0
NY,Schuylerville,0,0,1
NY,Scotia,0,2,11
NY,Sea Cliff,1,0,0
NY,See Street Addresses,1,0,0
NY,Selkirk,0,2,4
NY,Seneca Falls,4,1,1
NY,Setauket,0,3,0
NY,Sherburne,2,0,0
NY,Shirley,5,2,1
NY,Sidney,1,1,7
NY,Skaneateles,4,4,7
NY,Skaneateles Falls,0,0,2
NY,Sleepy Hollow,0,1,0
NY,Smithtown,6,3,1
NY,Somers,18,0,1
NY,South Cairo,0,0,1
NY,South Glens Falls,3,0,0
NY,South Ozone Park,0,3,1
NY,South Setauket,0,1,0
NY,Southampton,0,0,1
NY,Sparrow Bush,0,0,1
NY,Spencer,0,0,2
NY,Spring Valley,0,9,0
NY,Stafford,0,0,2
NY,Stamford,0,0,1
NY,Staten Island,6,59,11
NY,Steamburg,0,0,1
NY,Stone Ridge,2,0,2
NY,Stony Brook,29,53,4
NY,Stormville,0,1,0
NY,Sunnyside,0,0,1
NY,Sunnyvale,1,0,0
NY,Syosset,2,10,2
NY,Syracuse,148,196,98
NY,TARRYTOWN,3,2,2
NY,THROUGHOUT NIAGARA COUNTY,0,1,0
NY,TICONDEROGA MILL,0,0,2
NY,TONAWANDA,0,0,2
NY,TROY,0,2,0
NY,Taberg,0,2,0
NY,Tappan,0,0,3
NY,Tarrytown,69,13,10
NY,Terryville,1,0,0
NY,Thiells,0,0,1
NY,Thornwood,1,0,1
NY,Three Rivers,0,3,0
NY,Ticonderoga,0,7,1
NY,Times Square,6,4,1
NY,Tonawanda,13,9,9
NY,Troy,24,13,16
NY,Tully,0,3,1
NY,Tupper Lake,0,1,0
NY,UNIONDALE,5,0,0
NY,UNITED STATES ANY CITY,1,0,0
NY,UTICA,0,0,4
NY,Uniondale,12,0,2
NY,Uniondale (Long Island),0,1,0
NY,Upper Brookville,0,1,0
NY,Upper West Side,0,1,0
NY,Upton,16,8,0
NY,Utica,6,15,21
NY,VALHALLA,0,3,0
NY,VESTAL,0,0,1
NY,VICTOR,0,0,4
NY,Valhalla,12,5,2
NY,Valley Cottage,1,0,0
NY,Valley Stream,0,19,2
NY,Various,0,1,0
NY,Vermontville,0,0,1
NY,Vernon,1,0,3
NY,Verona,0,0,5
NY,Vestal,4,16,4
NY,Victor,18,3,4
NY,Voorheesville,2,0,0
NY,W Henrietta,0,0,1
NY,WAPPINGERS FALLS,2,0,1
NY,WEBSTER,1,0,4
NY,WEST BABYLON,0,0,2
NY,WEST HENRIETTA,0,0,1
NY,WEST SENECA,0,0,1
NY,WESTBURY,0,1,0
NY,WESTFIELD,0,0,2
NY,WHITE PLAINS,4,1,0
NY,WILLIAMSON,0,0,6
NY,WILLIAMSVILLE,5,0,1
NY,WNY Locations,0,1,0
NY,Waddington,0,0,1
NY,Wading River,0,0,1
NY,Walkill,0,0,1
NY,Wallkill,1,3,3
NY,Walton,1,5,2
NY,Walworth,0,0,2
NY,Wantagh,0,1,3
NY,Wappingers Falls,0,0,2
NY,Wards Island,0,0,1
NY,Warners,0,0,2
NY,Warsaw,1,1,0
NY,Warwick,1,1,0
NY,Wassaic,0,1,0
NY,Waterford,0,0,3
NY,Waterloo,1,3,1
NY,Watertown,7,49,24
NY,Watertown &amp; surrounding areas,0,1,0
NY,Watervliet,2,1,7
NY,Watkins Glen,0,2,0
NY,Waverly,0,1,2
NY,Webster,18,15,5
NY,Wellsville,4,4,4
NY,West,0,1,0
NY,West Babylon,0,0,2
NY,West Camp,0,0,1
NY,West Chazy,0,0,1
NY,West Harrison,0,1,0
NY,West Haverstraw,0,3,0
NY,West Henrietta,15,9,6
NY,West Islip,0,1,0
NY,West Nyack,2,0,1
NY,West Point,7,12,5
NY,West Seneca,1,1,3
NY,Westbury,5,11,11
NY,Westchester,0,0,6
